product_id,product_category,location_id,date,demand,stock_level
PROD_001,ELECTRONICS,LOC_001,2022-02-05,66.04,125.21
PROD_001,ELECTRONICS,LOC_001,2022-02-06,40.7,74.73
PROD_001,ELECTRONICS,LOC_001,2022-02-07,54.27,142.15
PROD_001,ELECTRONICS,LOC_001,2022-02-08,48.36,123.5
PROD_001,ELECTRONICS,LOC_001,2022-02-09,59.77,91.8
PROD_001,ELECTRONICS,LOC_001,2022-02-10,55.35,82.37
PROD_001,ELECTRONICS,LOC_001,2022-02-11,50.13,118.35
PROD_001,ELECTRONICS,LOC_001,2022-02-12,42.04,96.14
PROD_001,ELECTRONICS,LOC_001,2022-02-13,48.75,92.73
PROD_001,ELECTRONICS,LOC_001,2022-02-14,63.9,117.2
PROD_001,ELECTRONICS,LOC_001,2022-02-15,64.0,139.8
PROD_001,ELECTRONICS,LOC_001,2022-02-16,49.98,93.39
PROD_001,ELECTRONICS,LOC_001,2022-02-17,56.3,160.76
PROD_001,ELECTRONICS,LOC_001,2022-02-18,44.37,155.75
PROD_001,ELECTRONICS,LOC_001,2022-02-19,29.25,100.26
PROD_001,ELECTRONICS,LOC_001,2022-02-20,47.9,200.7
PROD_001,ELECTRONICS,LOC_001,2022-02-21,61.31,110.31
PROD_001,ELECTRONICS,LOC_001,2022-02-22,63.99,129.87
PROD_001,ELECTRONICS,LOC_001,2022-02-23,61.95,121.26
PROD_001,ELECTRONICS,LOC_001,2022-02-24,74.36,156.94
PROD_001,ELECTRONICS,LOC_001,2022-02-25,64.29,150.63
PROD_001,ELECTRONICS,LOC_001,2022-02-26,36.69,134.1
PROD_001,ELECTRONICS,LOC_001,2022-02-27,46.77,120.78
PROD_001,ELECTRONICS,LOC_001,2022-02-28,69.71,147.73
PROD_001,ELECTRONICS,LOC_001,2022-03-01,53.83,167.83
PROD_001,ELECTRONICS,LOC_001,2022-03-02,58.19,107.1
PROD_001,ELECTRONICS,LOC_001,2022-03-03,58.94,113.03
PROD_001,ELECTRONICS,LOC_001,2022-03-04,77.17,135.3
PROD_001,ELECTRONICS,LOC_001,2022-03-05,42.41,119.45
PROD_001,ELECTRONICS,LOC_001,2022-03-06,55.51,101.21
PROD_001,ELECTRONICS,LOC_001,2022-03-07,67.68,128.16
PROD_001,ELECTRONICS,LOC_001,2022-03-08,71.29,93.28
PROD_001,ELECTRONICS,LOC_001,2022-03-09,77.2,120.79
PROD_001,ELECTRONICS,LOC_001,2022-03-10,70.47,61.79
PROD_001,ELECTRONICS,LOC_001,2022-03-11,63.23,105.49
PROD_001,ELECTRONICS,LOC_001,2022-03-12,35.04,156.27
PROD_001,ELECTRONICS,LOC_001,2022-03-13,46.94,100.71
PROD_001,ELECTRONICS,LOC_001,2022-03-14,73.18,178.81
PROD_001,ELECTRONICS,LOC_001,2022-03-15,80.81,126.46
PROD_001,ELECTRONICS,LOC_001,2022-03-16,67.48,115.27
PROD_001,ELECTRONICS,LOC_001,2022-03-17,79.8,112.52
PROD_001,ELECTRONICS,LOC_001,2022-03-18,74.92,131.3
PROD_001,ELECTRONICS,LOC_001,2022-03-19,41.43,110.72
PROD_001,ELECTRONICS,LOC_001,2022-03-20,63.13,123.09
PROD_001,ELECTRONICS,LOC_001,2022-03-21,59.82,140.59
PROD_001,ELECTRONICS,LOC_001,2022-03-22,64.49,107.79
PROD_001,ELECTRONICS,LOC_001,2022-03-23,67.48,135.7
PROD_001,ELECTRONICS,LOC_001,2022-03-24,69.44,87.67
PROD_001,ELECTRONICS,LOC_001,2022-03-25,67.73,120.72
PROD_001,ELECTRONICS,LOC_001,2022-03-26,39.54,87.86
PROD_001,ELECTRONICS,LOC_001,2022-03-27,50.7,85.85
PROD_001,ELECTRONICS,LOC_001,2022-03-28,75.56,126.87
PROD_001,ELECTRONICS,LOC_001,2022-03-29,60.77,152.23
PROD_001,ELECTRONICS,LOC_001,2022-03-30,73.51,116.19
PROD_001,ELECTRONICS,LOC_001,2022-03-31,70.79,120.7
PROD_001,ELECTRONICS,LOC_001,2022-04-01,71.38,100.19
PROD_001,ELECTRONICS,LOC_001,2022-04-02,60.9,106.87
PROD_001,ELECTRONICS,LOC_001,2022-04-03,61.24,153.27
PROD_001,ELECTRONICS,LOC_001,2022-04-04,67.02,119.23
PROD_001,ELECTRONICS,LOC_001,2022-04-05,78.57,128.64
PROD_001,ELECTRONICS,LOC_001,2022-04-06,74.41,103.6
PROD_001,ELECTRONICS,LOC_001,2022-04-07,74.81,146.65
PROD_001,ELECTRONICS,LOC_001,2022-04-08,79.42,141.74
PROD_001,ELECTRONICS,LOC_001,2022-04-09,53.86,88.49
PROD_001,ELECTRONICS,LOC_001,2022-04-10,46.94,122.05
PROD_001,ELECTRONICS,LOC_001,2022-04-11,78.83,91.89
PROD_001,ELECTRONICS,LOC_001,2022-04-12,71.9,142.36
PROD_001,ELECTRONICS,LOC_001,2022-04-13,67.2,126.0
PROD_001,ELECTRONICS,LOC_001,2022-04-14,82.59,146.77
PROD_001,ELECTRONICS,LOC_001,2022-04-15,75.11,107.29
PROD_001,ELECTRONICS,LOC_001,2022-04-16,51.69,158.1
PROD_001,ELECTRONICS,LOC_001,2022-04-17,51.74,139.43
PROD_001,ELECTRONICS,LOC_001,2022-04-18,75.25,135.46
PROD_001,ELECTRONICS,LOC_001,2022-04-19,71.51,111.41
PROD_001,ELECTRONICS,LOC_001,2022-04-20,77.48,126.88
PROD_001,ELECTRONICS,LOC_001,2022-04-21,68.36,145.23
PROD_001,ELECTRONICS,LOC_001,2022-04-22,83.66,92.33
PROD_001,ELECTRONICS,LOC_001,2022-04-23,50.21,139.92
PROD_001,ELECTRONICS,LOC_001,2022-04-24,48.91,129.01
PROD_001,ELECTRONICS,LOC_001,2022-04-25,78.8,113.0
PROD_001,ELECTRONICS,LOC_001,2022-04-26,80.19,107.98
PROD_001,ELECTRONICS,LOC_001,2022-04-27,72.77,125.64
PROD_001,ELECTRONICS,LOC_001,2022-04-28,71.96,135.67
PROD_001,ELECTRONICS,LOC_001,2022-04-29,64.48,168.07
PROD_001,ELECTRONICS,LOC_001,2022-04-30,51.89,146.64
PROD_001,ELECTRONICS,LOC_001,2022-05-01,58.13,108.31
PROD_001,ELECTRONICS,LOC_001,2022-05-02,72.59,87.99
PROD_001,ELECTRONICS,LOC_001,2022-05-03,79.9,153.2
PROD_001,ELECTRONICS,LOC_001,2022-05-04,71.84,108.32
PROD_001,ELECTRONICS,LOC_001,2022-05-05,76.62,133.23
PROD_001,ELECTRONICS,LOC_001,2022-05-06,78.49,128.97
PROD_001,ELECTRONICS,LOC_001,2022-05-07,64.71,122.04
PROD_001,ELECTRONICS,LOC_001,2022-05-08,57.33,186.63
PROD_001,ELECTRONICS,LOC_001,2022-05-09,63.57,112.97
PROD_001,ELECTRONICS,LOC_001,2022-05-10,58.81,120.71
PROD_001,ELECTRONICS,LOC_001,2022-05-11,79.23,115.37
PROD_001,ELECTRONICS,LOC_001,2022-05-12,68.93,92.04
PROD_001,ELECTRONICS,LOC_001,2022-05-13,78.1,121.11
PROD_001,ELECTRONICS,LOC_001,2022-05-14,51.28,124.67
PROD_001,ELECTRONICS,LOC_001,2022-05-15,35.1,108.82
PROD_001,ELECTRONICS,LOC_001,2022-05-16,71.35,109.55
PROD_001,ELECTRONICS,LOC_001,2022-05-17,77.58,142.13
PROD_001,ELECTRONICS,LOC_001,2022-05-18,69.55,162.37
PROD_001,ELECTRONICS,LOC_001,2022-05-19,81.04,119.39
PROD_001,ELECTRONICS,LOC_001,2022-05-20,68.18,131.11
PROD_001,ELECTRONICS,LOC_001,2022-05-21,59.04,115.35
PROD_001,ELECTRONICS,LOC_001,2022-05-22,47.71,103.54
PROD_001,ELECTRONICS,LOC_001,2022-05-23,71.28,101.59
PROD_001,ELECTRONICS,LOC_001,2022-05-24,72.42,173.26
PROD_001,ELECTRONICS,LOC_001,2022-05-25,68.52,70.68
PROD_001,ELECTRONICS,LOC_001,2022-05-26,83.76,148.74
PROD_001,ELECTRONICS,LOC_001,2022-05-27,69.81,112.1
PROD_001,ELECTRONICS,LOC_001,2022-05-28,44.53,125.35
PROD_001,ELECTRONICS,LOC_001,2022-05-29,52.23,101.64
PROD_001,ELECTRONICS,LOC_001,2022-05-30,83.7,152.76
PROD_001,ELECTRONICS,LOC_001,2022-05-31,74.22,105.59
PROD_001,ELECTRONICS,LOC_001,2022-06-01,87.84,98.08
PROD_001,ELECTRONICS,LOC_001,2022-06-02,72.27,139.92
PROD_001,ELECTRONICS,LOC_001,2022-06-03,71.7,125.58
PROD_001,ELECTRONICS,LOC_001,2022-06-04,54.1,126.48
PROD_001,ELECTRONICS,LOC_001,2022-06-05,55.77,132.63
PROD_001,ELECTRONICS,LOC_001,2022-06-06,84.16,142.13
PROD_001,ELECTRONICS,LOC_001,2022-06-07,61.98,75.3
PROD_001,ELECTRONICS,LOC_001,2022-06-08,65.56,127.9
PROD_001,ELECTRONICS,LOC_001,2022-06-09,65.32,172.22
PROD_001,ELECTRONICS,LOC_001,2022-06-10,57.98,102.49
PROD_001,ELECTRONICS,LOC_001,2022-06-11,33.74,115.34
PROD_001,ELECTRONICS,LOC_001,2022-06-12,48.9,129.81
PROD_001,ELECTRONICS,LOC_001,2022-06-13,72.57,114.15
PROD_001,ELECTRONICS,LOC_001,2022-06-14,65.75,149.88
PROD_001,ELECTRONICS,LOC_001,2022-06-15,62.09,89.68
PROD_001,ELECTRONICS,LOC_001,2022-06-16,65.77,139.62
PROD_001,ELECTRONICS,LOC_001,2022-06-17,68.76,143.56
PROD_001,ELECTRONICS,LOC_001,2022-06-18,40.5,106.32
PROD_001,ELECTRONICS,LOC_001,2022-06-19,48.02,176.57
PROD_001,ELECTRONICS,LOC_001,2022-06-20,60.59,174.52
PROD_001,ELECTRONICS,LOC_001,2022-06-21,70.96,142.97
PROD_001,ELECTRONICS,LOC_001,2022-06-22,67.93,153.27
PROD_001,ELECTRONICS,LOC_001,2022-06-23,65.18,84.48
PROD_001,ELECTRONICS,LOC_001,2022-06-24,62.69,102.85
PROD_001,ELECTRONICS,LOC_001,2022-06-25,33.69,143.01
PROD_001,ELECTRONICS,LOC_001,2022-06-26,45.78,109.26
PROD_001,ELECTRONICS,LOC_001,2022-06-27,72.52,118.19
PROD_001,ELECTRONICS,LOC_001,2022-06-28,71.99,103.79
PROD_001,ELECTRONICS,LOC_001,2022-06-29,70.18,98.6
PROD_001,ELECTRONICS,LOC_001,2022-06-30,64.76,102.2
PROD_001,ELECTRONICS,LOC_001,2022-07-01,74.09,101.8
PROD_001,ELECTRONICS,LOC_001,2022-07-02,55.23,116.14
PROD_001,ELECTRONICS,LOC_001,2022-07-03,40.05,103.19
PROD_001,ELECTRONICS,LOC_001,2022-07-04,79.43,115.41
PROD_001,ELECTRONICS,LOC_001,2022-07-05,78.74,88.33
PROD_001,ELECTRONICS,LOC_001,2022-07-06,64.73,69.97
PROD_001,ELECTRONICS,LOC_001,2022-07-07,73.85,77.23
PROD_001,ELECTRONICS,LOC_001,2022-07-08,50.04,137.03
PROD_001,ELECTRONICS,LOC_001,2022-07-09,46.8,121.25
PROD_001,ELECTRONICS,LOC_001,2022-07-10,47.61,107.7
PROD_001,ELECTRONICS,LOC_001,2022-07-11,71.33,86.8
PROD_001,ELECTRONICS,LOC_001,2022-07-12,63.46,125.01
PROD_001,ELECTRONICS,LOC_001,2022-07-13,67.62,94.65
PROD_001,ELECTRONICS,LOC_001,2022-07-14,70.96,163.63
PROD_001,ELECTRONICS,LOC_001,2022-07-15,76.32,102.71
PROD_001,ELECTRONICS,LOC_001,2022-07-16,54.67,110.6
PROD_001,ELECTRONICS,LOC_001,2022-07-17,37.44,119.29
PROD_001,ELECTRONICS,LOC_001,2022-07-18,64.71,116.31
PROD_001,ELECTRONICS,LOC_001,2022-07-19,81.55,82.58
PROD_001,ELECTRONICS,LOC_001,2022-07-20,58.36,167.08
PROD_001,ELECTRONICS,LOC_001,2022-07-21,58.14,85.54
PROD_001,ELECTRONICS,LOC_001,2022-07-22,63.79,133.39
PROD_001,ELECTRONICS,LOC_001,2022-07-23,53.05,88.04
PROD_001,ELECTRONICS,LOC_001,2022-07-24,45.04,121.29
PROD_001,ELECTRONICS,LOC_001,2022-07-25,74.45,98.4
PROD_001,ELECTRONICS,LOC_001,2022-07-26,65.8,113.53
PROD_001,ELECTRONICS,LOC_001,2022-07-27,56.3,107.93
PROD_001,ELECTRONICS,LOC_001,2022-07-28,58.71,106.32
PROD_001,ELECTRONICS,LOC_001,2022-07-29,64.52,89.45
PROD_001,ELECTRONICS,LOC_001,2022-07-30,33.31,124.93
PROD_001,ELECTRONICS,LOC_001,2022-07-31,51.63,116.84
PROD_001,ELECTRONICS,LOC_001,2022-08-01,52.61,113.44
PROD_001,ELECTRONICS,LOC_001,2022-08-02,64.26,127.51
PROD_001,ELECTRONICS,LOC_001,2022-08-03,73.89,132.93
PROD_001,ELECTRONICS,LOC_001,2022-08-04,60.78,107.66
PROD_001,ELECTRONICS,LOC_001,2022-08-05,54.33,107.21
PROD_001,ELECTRONICS,LOC_001,2022-08-06,36.39,124.83
PROD_001,ELECTRONICS,LOC_001,2022-08-07,53.01,103.82
PROD_001,ELECTRONICS,LOC_001,2022-08-08,69.44,137.43
PROD_001,ELECTRONICS,LOC_001,2022-08-09,48.29,113.73
PROD_001,ELECTRONICS,LOC_001,2022-08-10,52.73,164.97
PROD_001,ELECTRONICS,LOC_001,2022-08-11,62.97,125.28
PROD_001,ELECTRONICS,LOC_001,2022-08-12,54.05,139.86
PROD_001,ELECTRONICS,LOC_001,2022-08-13,42.6,134.91
PROD_001,ELECTRONICS,LOC_001,2022-08-14,41.25,153.08
PROD_001,ELECTRONICS,LOC_001,2022-08-15,50.73,51.07
PROD_001,ELECTRONICS,LOC_001,2022-08-16,50.83,119.78
PROD_001,ELECTRONICS,LOC_001,2022-08-17,60.69,108.96
PROD_001,ELECTRONICS,LOC_001,2022-08-18,65.46,91.97
PROD_001,ELECTRONICS,LOC_001,2022-08-19,52.21,150.4
PROD_001,ELECTRONICS,LOC_001,2022-08-20,30.52,142.62
PROD_001,ELECTRONICS,LOC_001,2022-08-21,32.56,109.28
PROD_001,ELECTRONICS,LOC_001,2022-08-22,68.46,81.33
PROD_001,ELECTRONICS,LOC_001,2022-08-23,51.2,138.4
PROD_001,ELECTRONICS,LOC_001,2022-08-24,55.73,141.34
PROD_001,ELECTRONICS,LOC_001,2022-08-25,57.36,79.04
PROD_001,ELECTRONICS,LOC_001,2022-08-26,61.48,141.78
PROD_001,ELECTRONICS,LOC_001,2022-08-27,48.37,136.28
PROD_001,ELECTRONICS,LOC_001,2022-08-28,31.24,110.82
PROD_001,ELECTRONICS,LOC_001,2022-08-29,60.35,125.62
PROD_001,ELECTRONICS,LOC_001,2022-08-30,71.54,125.8
PROD_001,ELECTRONICS,LOC_001,2022-08-31,52.24,87.72
PROD_001,ELECTRONICS,LOC_001,2022-09-01,65.3,127.79
PROD_001,ELECTRONICS,LOC_001,2022-09-02,61.27,103.44
PROD_001,ELECTRONICS,LOC_001,2022-09-03,51.84,125.56
PROD_001,ELECTRONICS,LOC_001,2022-09-04,47.95,108.73
PROD_001,ELECTRONICS,LOC_001,2022-09-05,52.25,136.47
PROD_001,ELECTRONICS,LOC_001,2022-09-06,53.51,158.74
PROD_001,ELECTRONICS,LOC_001,2022-09-07,63.89,114.98
PROD_001,ELECTRONICS,LOC_001,2022-09-08,53.75,114.98
PROD_001,ELECTRONICS,LOC_001,2022-09-09,53.91,157.28
PROD_001,ELECTRONICS,LOC_001,2022-09-10,38.14,129.6
PROD_001,ELECTRONICS,LOC_001,2022-09-11,44.14,106.62
PROD_001,ELECTRONICS,LOC_001,2022-09-12,38.7,117.68
PROD_001,ELECTRONICS,LOC_001,2022-09-13,57.36,90.97
PROD_001,ELECTRONICS,LOC_001,2022-09-14,48.1,128.65
PROD_001,ELECTRONICS,LOC_001,2022-09-15,50.0,127.61
PROD_001,ELECTRONICS,LOC_001,2022-09-16,59.37,158.7
PROD_001,ELECTRONICS,LOC_001,2022-09-17,33.11,132.19
PROD_001,ELECTRONICS,LOC_001,2022-09-18,32.47,152.53
PROD_001,ELECTRONICS,LOC_001,2022-09-19,44.9,118.51
PROD_001,ELECTRONICS,LOC_001,2022-09-20,56.2,74.74
PROD_001,ELECTRONICS,LOC_001,2022-09-21,59.66,75.39
PROD_001,ELECTRONICS,LOC_001,2022-09-22,56.42,131.3
PROD_001,ELECTRONICS,LOC_001,2022-09-23,52.85,98.95
PROD_001,ELECTRONICS,LOC_001,2022-09-24,36.26,170.5
PROD_001,ELECTRONICS,LOC_001,2022-09-25,43.31,120.83
PROD_001,ELECTRONICS,LOC_001,2022-09-26,66.98,76.53
PROD_001,ELECTRONICS,LOC_001,2022-09-27,62.49,101.42
PROD_001,ELECTRONICS,LOC_001,2022-09-28,48.03,123.32
PROD_001,ELECTRONICS,LOC_001,2022-09-29,58.7,143.58
PROD_001,ELECTRONICS,LOC_001,2022-09-30,57.42,132.34
PROD_001,ELECTRONICS,LOC_001,2022-10-01,32.43,115.11
PROD_001,ELECTRONICS,LOC_001,2022-10-02,44.78,92.72
PROD_001,ELECTRONICS,LOC_001,2022-10-03,58.15,125.97
PROD_001,ELECTRONICS,LOC_001,2022-10-04,62.79,87.33
PROD_001,ELECTRONICS,LOC_001,2022-10-05,51.87,131.5
PROD_001,ELECTRONICS,LOC_001,2022-10-06,59.94,106.76
PROD_001,ELECTRONICS,LOC_001,2022-10-07,39.45,108.24
PROD_001,ELECTRONICS,LOC_001,2022-10-08,33.27,140.98
PROD_001,ELECTRONICS,LOC_001,2022-10-09,41.82,171.07
PROD_001,ELECTRONICS,LOC_001,2022-10-10,77.72,111.56
PROD_001,ELECTRONICS,LOC_001,2022-10-11,59.02,159.99
PROD_001,ELECTRONICS,LOC_001,2022-10-12,55.72,121.92
PROD_001,ELECTRONICS,LOC_001,2022-10-13,51.22,114.72
PROD_001,ELECTRONICS,LOC_001,2022-10-14,49.13,88.04
PROD_001,ELECTRONICS,LOC_001,2022-10-15,40.75,131.65
PROD_001,ELECTRONICS,LOC_001,2022-10-16,41.13,107.63
PROD_001,ELECTRONICS,LOC_001,2022-10-17,54.75,141.65
PROD_001,ELECTRONICS,LOC_001,2022-10-18,65.11,117.79
PROD_001,ELECTRONICS,LOC_001,2022-10-19,55.58,136.98
PROD_001,ELECTRONICS,LOC_001,2022-10-20,57.59,91.66
PROD_001,ELECTRONICS,LOC_001,2022-10-21,58.52,109.88
PROD_001,ELECTRONICS,LOC_001,2022-10-22,39.79,154.17
PROD_001,ELECTRONICS,LOC_001,2022-10-23,40.53,128.55
PROD_001,ELECTRONICS,LOC_001,2022-10-24,56.63,129.94
PROD_001,ELECTRONICS,LOC_001,2022-10-25,70.73,145.33
PROD_001,ELECTRONICS,LOC_001,2022-10-26,75.04,105.96
PROD_001,ELECTRONICS,LOC_001,2022-10-27,49.06,93.35
PROD_001,ELECTRONICS,LOC_001,2022-10-28,62.3,67.84
PROD_001,ELECTRONICS,LOC_001,2022-10-29,44.56,98.25
PROD_001,ELECTRONICS,LOC_001,2022-10-30,46.31,127.24
PROD_001,ELECTRONICS,LOC_001,2022-10-31,63.71,102.12
PROD_001,ELECTRONICS,LOC_001,2022-11-01,68.59,73.93
PROD_001,ELECTRONICS,LOC_001,2022-11-02,66.19,133.53
PROD_001,ELECTRONICS,LOC_001,2022-11-03,68.86,84.24
PROD_001,ELECTRONICS,LOC_001,2022-11-04,58.77,103.91
PROD_001,ELECTRONICS,LOC_001,2022-11-05,51.18,134.66
PROD_001,ELECTRONICS,LOC_001,2022-11-06,42.91,99.66
PROD_001,ELECTRONICS,LOC_001,2022-11-07,72.17,133.92
PROD_001,ELECTRONICS,LOC_001,2022-11-08,61.99,91.8
PROD_001,ELECTRONICS,LOC_001,2022-11-09,67.66,111.84
PROD_001,ELECTRONICS,LOC_001,2022-11-10,60.36,148.41
PROD_001,ELECTRONICS,LOC_001,2022-11-11,65.1,102.99
PROD_001,ELECTRONICS,LOC_001,2022-11-12,41.83,128.46
PROD_001,ELECTRONICS,LOC_001,2022-11-13,35.97,145.94
PROD_001,ELECTRONICS,LOC_001,2022-11-14,72.2,114.04
PROD_001,ELECTRONICS,LOC_001,2022-11-15,67.19,147.84
PROD_001,ELECTRONICS,LOC_001,2022-11-16,52.42,138.49
PROD_001,ELECTRONICS,LOC_001,2022-11-17,67.99,175.95
PROD_001,ELECTRONICS,LOC_001,2022-11-18,71.68,125.08
PROD_001,ELECTRONICS,LOC_001,2022-11-19,43.42,142.62
PROD_001,ELECTRONICS,LOC_001,2022-11-20,55.65,130.43
PROD_001,ELECTRONICS,LOC_001,2022-11-21,68.73,157.36
PROD_001,ELECTRONICS,LOC_001,2022-11-22,63.29,119.35
PROD_001,ELECTRONICS,LOC_001,2022-11-23,79.22,139.47
PROD_001,ELECTRONICS,LOC_001,2022-11-24,78.71,57.3
PROD_001,ELECTRONICS,LOC_001,2022-11-25,67.48,109.34
PROD_001,ELECTRONICS,LOC_001,2022-11-26,61.79,110.45
PROD_001,ELECTRONICS,LOC_001,2022-11-27,53.51,117.94
PROD_001,ELECTRONICS,LOC_001,2022-11-28,81.23,126.25
PROD_001,ELECTRONICS,LOC_001,2022-11-29,72.0,132.83
PROD_001,ELECTRONICS,LOC_001,2022-11-30,76.45,160.31
PROD_001,ELECTRONICS,LOC_001,2022-12-01,76.43,114.98
PROD_001,ELECTRONICS,LOC_001,2022-12-02,76.29,118.54
PROD_001,ELECTRONICS,LOC_001,2022-12-03,44.05,76.18
PROD_001,ELECTRONICS,LOC_001,2022-12-04,68.38,141.93
PROD_001,ELECTRONICS,LOC_001,2022-12-05,67.99,120.69
PROD_001,ELECTRONICS,LOC_001,2022-12-06,67.62,124.24
PROD_001,ELECTRONICS,LOC_001,2022-12-07,78.77,139.11
PROD_001,ELECTRONICS,LOC_001,2022-12-08,77.08,108.02
PROD_001,ELECTRONICS,LOC_001,2022-12-09,81.51,155.37
PROD_001,ELECTRONICS,LOC_001,2022-12-10,54.17,107.92
PROD_001,ELECTRONICS,LOC_001,2022-12-11,56.07,111.85
PROD_001,ELECTRONICS,LOC_001,2022-12-12,80.98,179.06
PROD_001,ELECTRONICS,LOC_001,2022-12-13,89.9,133.69
PROD_001,ELECTRONICS,LOC_001,2022-12-14,82.33,152.35
PROD_001,ELECTRONICS,LOC_001,2022-12-15,88.57,121.89
PROD_001,ELECTRONICS,LOC_001,2022-12-16,81.75,76.7
PROD_001,ELECTRONICS,LOC_001,2022-12-17,51.93,92.16
PROD_001,ELECTRONICS,LOC_001,2022-12-18,46.38,106.05
PROD_001,ELECTRONICS,LOC_001,2022-12-19,84.56,165.01
PROD_001,ELECTRONICS,LOC_001,2022-12-20,92.6,122.84
PROD_001,ELECTRONICS,LOC_001,2022-12-21,75.45,112.95
PROD_001,ELECTRONICS,LOC_001,2022-12-22,70.83,105.46
PROD_001,ELECTRONICS,LOC_001,2022-12-23,83.99,130.13
PROD_001,ELECTRONICS,LOC_001,2022-12-24,46.86,83.23
PROD_001,ELECTRONICS,LOC_001,2022-12-25,52.42,167.64
PROD_001,ELECTRONICS,LOC_001,2022-12-26,80.55,117.92
PROD_001,ELECTRONICS,LOC_001,2022-12-27,90.04,103.3
PROD_001,ELECTRONICS,LOC_001,2022-12-28,95.89,150.44
PROD_001,ELECTRONICS,LOC_001,2022-12-29,90.73,121.05
PROD_001,ELECTRONICS,LOC_001,2022-12-30,95.35,107.86
PROD_001,ELECTRONICS,LOC_001,2022-12-31,63.2,130.12
PROD_001,ELECTRONICS,LOC_001,2023-01-01,63.19,127.32
PROD_001,ELECTRONICS,LOC_001,2023-01-02,90.61,100.16
PROD_001,ELECTRONICS,LOC_001,2023-01-03,90.13,103.12
PROD_001,ELECTRONICS,LOC_001,2023-01-04,87.39,97.62
PROD_001,ELECTRONICS,LOC_001,2023-01-05,86.64,130.71
PROD_001,ELECTRONICS,LOC_001,2023-01-06,95.14,138.63
PROD_001,ELECTRONICS,LOC_001,2023-01-07,61.7,120.07
PROD_001,ELECTRONICS,LOC_001,2023-01-08,68.37,108.55
PROD_001,ELECTRONICS,LOC_001,2023-01-09,88.01,100.4
PROD_001,ELECTRONICS,LOC_001,2023-01-10,93.75,124.95
PROD_001,ELECTRONICS,LOC_001,2023-01-11,91.96,167.74
PROD_001,ELECTRONICS,LOC_001,2023-01-12,93.95,129.44
PROD_001,ELECTRONICS,LOC_001,2023-01-13,97.96,96.77
PROD_001,ELECTRONICS,LOC_001,2023-01-14,70.59,177.58
PROD_001,ELECTRONICS,LOC_001,2023-01-15,62.91,149.37
PROD_001,ELECTRONICS,LOC_001,2023-01-16,91.45,108.97
PROD_001,ELECTRONICS,LOC_001,2023-01-17,99.22,110.61
PROD_001,ELECTRONICS,LOC_001,2023-01-18,87.14,106.19
PROD_001,ELECTRONICS,LOC_001,2023-01-19,103.01,152.15
PROD_001,ELECTRONICS,LOC_001,2023-01-20,96.83,125.8
PROD_001,ELECTRONICS,LOC_001,2023-01-21,69.09,83.09
PROD_001,ELECTRONICS,LOC_001,2023-01-22,70.31,102.02
