date,product_id,product_category,location_id,demand,stock_level
2021-12-27,PROD_008,SPORTS,LOC_003,41.040000000000006,153.01
2021-12-27,PROD_008,SPORTS,LOC_004,43.97,180.215
2021-12-27,PROD_008,SPORTS,LOC_005,17.990000000000002,128.89
2021-12-27,PROD_009,SPORTS,LOC_001,36.129999999999995,142.655
2021-12-27,PROD_009,SPORTS,LOC_002,4.28,231.01999999999998
2021-12-27,PROD_009,SPORTS,LOC_003,26.34,191.41500000000002
2021-12-27,PROD_009,SPORTS,LOC_004,47.61,148.935
2021-12-27,PROD_009,SPORTS,LOC_005,38.94,203.255
2021-12-27,PROD_010,SPORTS,LOC_001,2.11,179.67
2021-12-27,PROD_010,SPORTS,LOC_002,11.71,181.775
2021-12-27,PROD_010,SPORTS,LOC_003,8.3,142.905
2021-12-27,PROD_010,SPORTS,LOC_004,21.68,158.675
2021-12-27,PROD_010,SPORTS,LOC_005,37.69,168.71499999999997
2022-01-03,PROD_001,ELECTRONICS,LOC_001,309.49,97.92999999999999
2022-01-03,PROD_001,ELECTRONICS,LOC_002,181.9,120.14428571428572
2022-01-03,PROD_001,ELECTRONICS,LOC_003,299.46,169.91428571428574
2022-01-03,PROD_001,ELECTRONICS,LOC_004,298.09000000000003,179.08571428571426
2022-01-03,PROD_001,ELECTRONICS,LOC_005,266.64,173.92000000000002
2022-01-03,PROD_002,CLOTHING,LOC_001,408.83,98.93571428571428
2022-01-03,PROD_002,CLOTHING,LOC_002,471.95,54.11857142857143
2022-01-03,PROD_002,CLOTHING,LOC_003,265.14,91.96285714285715
2022-01-03,PROD_002,CLOTHING,LOC_004,237.03,67.44571428571429
2022-01-03,PROD_002,CLOTHING,LOC_005,280.08,135.56857142857143
2022-01-03,PROD_003,CLOTHING,LOC_001,225.12,100.22
2022-01-03,PROD_003,CLOTHING,LOC_002,520.86,154.77285714285716
2022-01-03,PROD_003,CLOTHING,LOC_003,518.97,80.24285714285715
2022-01-03,PROD_003,CLOTHING,LOC_004,287.9,136.66285714285715
2022-01-03,PROD_003,CLOTHING,LOC_005,430.38,200.45714285714286
2022-01-03,PROD_004,FOOD,LOC_001,476.93,101.99142857142856
2022-01-03,PROD_004,FOOD,LOC_002,363.14,119.23
2022-01-03,PROD_004,FOOD,LOC_003,336.99,112.75999999999999
2022-01-03,PROD_004,FOOD,LOC_004,582.6,125.35571428571428
2022-01-03,PROD_004,FOOD,LOC_005,673.76,209.94
2022-01-03,PROD_005,FOOD,LOC_001,730.35,179.06714285714287
2022-01-03,PROD_005,FOOD,LOC_002,622.8,163.66285714285715
2022-01-03,PROD_005,FOOD,LOC_003,392.65999999999997,95.18571428571428
2022-01-03,PROD_005,FOOD,LOC_004,720.53,150.12285714285716
2022-01-03,PROD_005,FOOD,LOC_005,583.38,142.45428571428573
2022-01-03,PROD_006,FOOD,LOC_001,620.51,155.96142857142857
2022-01-03,PROD_006,FOOD,LOC_002,638.09,149.6614285714286
2022-01-03,PROD_006,FOOD,LOC_003,480.39,130.32571428571427
2022-01-03,PROD_006,FOOD,LOC_004,704.85,157.04857142857142
2022-01-03,PROD_006,FOOD,LOC_005,394.9,126.84142857142857
2022-01-03,PROD_007,HOME,LOC_001,122.94,63.51142857142857
2022-01-03,PROD_007,HOME,LOC_002,178.96,99.76857142857143
2022-01-03,PROD_007,HOME,LOC_003,239.96,98.99571428571429
2022-01-03,PROD_007,HOME,LOC_004,150.14000000000001,78.73714285714286
2022-01-03,PROD_007,HOME,LOC_005,111.53,62.92142857142857
2022-01-03,PROD_008,SPORTS,LOC_001,225.41,229.2057142857143
2022-01-03,PROD_008,SPORTS,LOC_002,162.05,140.20142857142858
2022-01-03,PROD_008,SPORTS,LOC_003,123.02,155.07857142857142
2022-01-03,PROD_008,SPORTS,LOC_004,206.65,201.1157142857143
2022-01-03,PROD_008,SPORTS,LOC_005,131.48,125.21142857142857
2022-01-03,PROD_009,SPORTS,LOC_001,84.67999999999999,124.79714285714286
2022-01-03,PROD_009,SPORTS,LOC_002,107.77000000000001,194.4042857142857
2022-01-03,PROD_009,SPORTS,LOC_003,103.31,186.06
2022-01-03,PROD_009,SPORTS,LOC_004,137.0,143.10285714285715
2022-01-03,PROD_009,SPORTS,LOC_005,138.57,197.43285714285713
2022-01-03,PROD_010,SPORTS,LOC_001,207.99,152.29285714285714
2022-01-03,PROD_010,SPORTS,LOC_002,72.63,165.79999999999998
2022-01-03,PROD_010,SPORTS,LOC_003,108.83,133.46428571428572
2022-01-03,PROD_010,SPORTS,LOC_004,182.18,148.9485714285714
2022-01-03,PROD_010,SPORTS,LOC_005,169.70999999999998,174.25571428571428
2022-01-10,PROD_001,ELECTRONICS,LOC_001,308.53999999999996,115.25571428571428
2022-01-10,PROD_001,ELECTRONICS,LOC_002,274.26,130.21714285714285
2022-01-10,PROD_001,ELECTRONICS,LOC_003,317.19,151.14142857142858
2022-01-10,PROD_001,ELECTRONICS,LOC_004,333.39,151.06857142857143
2022-01-10,PROD_001,ELECTRONICS,LOC_005,304.8,166.78142857142856
2022-01-10,PROD_002,CLOTHING,LOC_001,408.03999999999996,98.80857142857143
2022-01-10,PROD_002,CLOTHING,LOC_002,489.21000000000004,48.53857142857142
2022-01-10,PROD_002,CLOTHING,LOC_003,280.83,89.62428571428572
2022-01-10,PROD_002,CLOTHING,LOC_004,274.26,65.51428571428572
2022-01-10,PROD_002,CLOTHING,LOC_005,358.26,114.79428571428572
2022-01-10,PROD_003,CLOTHING,LOC_001,227.51,106.07571428571428
2022-01-10,PROD_003,CLOTHING,LOC_002,594.33,143.88285714285715
2022-01-10,PROD_003,CLOTHING,LOC_003,537.22,89.92142857142858
2022-01-10,PROD_003,CLOTHING,LOC_004,250.62,123.02714285714285
2022-01-10,PROD_003,CLOTHING,LOC_005,530.9,179.85857142857142
2022-01-10,PROD_004,FOOD,LOC_001,473.65,107.00714285714285
2022-01-10,PROD_004,FOOD,LOC_002,407.71,105.58571428571429
2022-01-10,PROD_004,FOOD,LOC_003,377.6,114.74285714285715
2022-01-10,PROD_004,FOOD,LOC_004,593.63,116.28714285714285
2022-01-10,PROD_004,FOOD,LOC_005,622.71,172.80571428571426
2022-01-10,PROD_005,FOOD,LOC_001,718.71,183.57
2022-01-10,PROD_005,FOOD,LOC_002,622.31,156.8457142857143
2022-01-10,PROD_005,FOOD,LOC_003,372.44,92.15142857142857
2022-01-10,PROD_005,FOOD,LOC_004,695.03,164.87714285714287
2022-01-10,PROD_005,FOOD,LOC_005,579.36,155.75857142857143
2022-01-10,PROD_006,FOOD,LOC_001,766.78,207.77428571428572
2022-01-10,PROD_006,FOOD,LOC_002,654.86,138.77285714285713
2022-01-10,PROD_006,FOOD,LOC_003,532.38,142.41857142857143
2022-01-10,PROD_006,FOOD,LOC_004,731.4,188.50714285714284
2022-01-10,PROD_006,FOOD,LOC_005,352.45,125.91
2022-01-10,PROD_007,HOME,LOC_001,134.06,63.887142857142855
2022-01-10,PROD_007,HOME,LOC_002,187.75,87.90857142857143
2022-01-10,PROD_007,HOME,LOC_003,237.97,92.03714285714285
2022-01-10,PROD_007,HOME,LOC_004,164.62,72.64571428571428
2022-01-10,PROD_007,HOME,LOC_005,111.19,64.25142857142858
2022-01-10,PROD_008,SPORTS,LOC_001,295.88,226.1242857142857
2022-01-10,PROD_008,SPORTS,LOC_002,192.95,138.25142857142856
2022-01-10,PROD_008,SPORTS,LOC_003,163.79999999999998,135.84
2022-01-10,PROD_008,SPORTS,LOC_004,209.35,212.13714285714286
2022-01-10,PROD_008,SPORTS,LOC_005,124.19999999999999,142.3657142857143
2022-01-10,PROD_009,SPORTS,LOC_001,120.88,145.1942857142857
2022-01-10,PROD_009,SPORTS,LOC_002,100.54,207.37999999999997
2022-01-10,PROD_009,SPORTS,LOC_003,161.34,179.67285714285714
2022-01-10,PROD_009,SPORTS,LOC_004,166.6,144.72285714285712
2022-01-10,PROD_009,SPORTS,LOC_005,118.76,209.09285714285716
2022-01-10,PROD_010,SPORTS,LOC_001,181.78,139.42714285714285
2022-01-10,PROD_010,SPORTS,LOC_002,117.83,173.15571428571428
2022-01-10,PROD_010,SPORTS,LOC_003,149.58,132.45285714285714
2022-01-10,PROD_010,SPORTS,LOC_004,206.79,160.6
2022-01-10,PROD_010,SPORTS,LOC_005,220.93,197.53285714285715
2022-01-17,PROD_001,ELECTRONICS,LOC_001,318.03,127.46142857142857
2022-01-17,PROD_001,ELECTRONICS,LOC_002,203.82,111.82714285714285
2022-01-17,PROD_001,ELECTRONICS,LOC_003,335.92,132.83
2022-01-17,PROD_001,ELECTRONICS,LOC_004,294.6,166.71857142857144
2022-01-17,PROD_001,ELECTRONICS,LOC_005,279.74,148.10714285714286
2022-01-17,PROD_002,CLOTHING,LOC_001,432.18,98.38571428571429
2022-01-17,PROD_002,CLOTHING,LOC_002,502.08,49.16142857142857
2022-01-17,PROD_002,CLOTHING,LOC_003,263.16,97.19857142857143
2022-01-17,PROD_002,CLOTHING,LOC_004,282.01,62.81285714285714
2022-01-17,PROD_002,CLOTHING,LOC_005,304.84000000000003,127.9057142857143
2022-01-17,PROD_003,CLOTHING,LOC_001,309.23,103.59285714285714
2022-01-17,PROD_003,CLOTHING,LOC_002,573.11,135.46571428571428
2022-01-17,PROD_003,CLOTHING,LOC_003,548.7,93.83571428571429
2022-01-17,PROD_003,CLOTHING,LOC_004,296.43,138.98285714285714
2022-01-17,PROD_003,CLOTHING,LOC_005,586.4300000000001,187.5257142857143
2022-01-17,PROD_004,FOOD,LOC_001,540.32,99.95571428571428
2022-01-17,PROD_004,FOOD,LOC_002,355.85,121.70714285714287
2022-01-17,PROD_004,FOOD,LOC_003,336.8,100.22857142857143
2022-01-17,PROD_004,FOOD,LOC_004,655.7,132.60142857142858
2022-01-17,PROD_004,FOOD,LOC_005,680.25,191.40571428571428
2022-01-17,PROD_005,FOOD,LOC_001,697.42,203.1314285714286
2022-01-17,PROD_005,FOOD,LOC_002,590.35,175.0442857142857
2022-01-17,PROD_005,FOOD,LOC_003,403.34,107.28999999999999
2022-01-17,PROD_005,FOOD,LOC_004,747.24,160.94285714285712
2022-01-17,PROD_005,FOOD,LOC_005,618.24,128.85142857142858
2022-01-17,PROD_006,FOOD,LOC_001,702.33,187.55428571428573
2022-01-17,PROD_006,FOOD,LOC_002,704.76,149.9742857142857
2022-01-17,PROD_006,FOOD,LOC_003,529.73,134.23857142857145
2022-01-17,PROD_006,FOOD,LOC_004,752.5,155.3557142857143
2022-01-17,PROD_006,FOOD,LOC_005,380.82,121.65142857142857
2022-01-17,PROD_007,HOME,LOC_001,119.74000000000001,60.324285714285715
2022-01-17,PROD_007,HOME,LOC_002,190.1,92.80142857142857
2022-01-17,PROD_007,HOME,LOC_003,241.26,92.20285714285716
2022-01-17,PROD_007,HOME,LOC_004,159.88,78.06142857142858
2022-01-17,PROD_007,HOME,LOC_005,117.65,69.29857142857144
2022-01-17,PROD_008,SPORTS,LOC_001,249.99,203.22
2022-01-17,PROD_008,SPORTS,LOC_002,183.43,133.07857142857142
2022-01-17,PROD_008,SPORTS,LOC_003,107.36,122.99714285714286
2022-01-17,PROD_008,SPORTS,LOC_004,298.14,190.54142857142855
2022-01-17,PROD_008,SPORTS,LOC_005,128.97,143.72285714285712
2022-01-17,PROD_009,SPORTS,LOC_001,128.16,139.05142857142857
2022-01-17,PROD_009,SPORTS,LOC_002,133.47,199.59857142857143
2022-01-17,PROD_009,SPORTS,LOC_003,155.47,187.53857142857143
2022-01-17,PROD_009,SPORTS,LOC_004,196.87,164.21285714285713
2022-01-17,PROD_009,SPORTS,LOC_005,148.23000000000002,194.46428571428572
2022-01-17,PROD_010,SPORTS,LOC_001,190.19,155.65714285714284
2022-01-17,PROD_010,SPORTS,LOC_002,133.05,159.71142857142857
2022-01-17,PROD_010,SPORTS,LOC_003,181.38,156.32857142857142
2022-01-17,PROD_010,SPORTS,LOC_004,156.75,130.61142857142858
2022-01-17,PROD_010,SPORTS,LOC_005,223.65,192.6057142857143
2022-01-24,PROD_001,ELECTRONICS,LOC_001,344.65,124.18714285714286
2022-01-24,PROD_001,ELECTRONICS,LOC_002,306.24,134.09
2022-01-24,PROD_001,ELECTRONICS,LOC_003,364.72,130.09428571428572
2022-01-24,PROD_001,ELECTRONICS,LOC_004,339.13,170.09285714285716
2022-01-24,PROD_001,ELECTRONICS,LOC_005,362.1,183.71142857142857
2022-01-24,PROD_002,CLOTHING,LOC_001,495.37,102.62285714285714
2022-01-24,PROD_002,CLOTHING,LOC_002,521.66,52.76857142857143
2022-01-24,PROD_002,CLOTHING,LOC_003,314.36,109.41999999999999
2022-01-24,PROD_002,CLOTHING,LOC_004,291.88,56.99714285714286
2022-01-24,PROD_002,CLOTHING,LOC_005,335.38,121.35000000000001
2022-01-24,PROD_003,CLOTHING,LOC_001,250.81,106.47714285714285
2022-01-24,PROD_003,CLOTHING,LOC_002,572.26,152.41142857142856
2022-01-24,PROD_003,CLOTHING,LOC_003,556.3,78.57714285714285
2022-01-24,PROD_003,CLOTHING,LOC_004,407.27,153.93
2022-01-24,PROD_003,CLOTHING,LOC_005,514.72,177.01142857142855
2022-01-24,PROD_004,FOOD,LOC_001,517.5699999999999,103.54142857142857
2022-01-24,PROD_004,FOOD,LOC_002,405.18,124.88857142857144
2022-01-24,PROD_004,FOOD,LOC_003,392.25,107.2057142857143
2022-01-24,PROD_004,FOOD,LOC_004,630.3100000000001,120.34428571428573
2022-01-24,PROD_004,FOOD,LOC_005,749.24,175.0742857142857
2022-01-24,PROD_005,FOOD,LOC_001,773.3900000000001,185.1042857142857
2022-01-24,PROD_005,FOOD,LOC_002,649.51,153.44142857142856
2022-01-24,PROD_005,FOOD,LOC_003,365.45,104.35857142857142
2022-01-24,PROD_005,FOOD,LOC_004,726.1,181.46428571428572
2022-01-24,PROD_005,FOOD,LOC_005,570.65,124.61714285714285
2022-01-24,PROD_006,FOOD,LOC_001,698.55,196.89285714285714
2022-01-24,PROD_006,FOOD,LOC_002,708.5500000000001,134.7242857142857
2022-01-24,PROD_006,FOOD,LOC_003,534.15,137.51285714285714
2022-01-24,PROD_006,FOOD,LOC_004,757.26,169.28428571428572
2022-01-24,PROD_006,FOOD,LOC_005,363.18,109.04857142857144
2022-01-24,PROD_007,HOME,LOC_001,127.1,65.92142857142856
2022-01-24,PROD_007,HOME,LOC_002,224.64,89.72142857142856
2022-01-24,PROD_007,HOME,LOC_003,235.03,84.83571428571429
2022-01-24,PROD_007,HOME,LOC_004,198.28,83.24142857142859
2022-01-24,PROD_007,HOME,LOC_005,146.82,67.62571428571428
2022-01-24,PROD_008,SPORTS,LOC_001,201.88,218.55142857142854
2022-01-24,PROD_008,SPORTS,LOC_002,209.9,134.14285714285714
2022-01-24,PROD_008,SPORTS,LOC_003,144.94,132.5614285714286
2022-01-24,PROD_008,SPORTS,LOC_004,250.98000000000002,202.50714285714284
2022-01-24,PROD_008,SPORTS,LOC_005,164.46,144.03285714285715
2022-01-24,PROD_009,SPORTS,LOC_001,168.11,128.5614285714286
2022-01-24,PROD_009,SPORTS,LOC_002,176.93,229.32714285714286
2022-01-24,PROD_009,SPORTS,LOC_003,206.12,188.1342857142857
2022-01-24,PROD_009,SPORTS,LOC_004,188.29,158.93285714285713
2022-01-24,PROD_009,SPORTS,LOC_005,248.31,201.8342857142857
2022-01-24,PROD_010,SPORTS,LOC_001,249.04,158.13857142857142
2022-01-24,PROD_010,SPORTS,LOC_002,205.53,161.18285714285713
2022-01-24,PROD_010,SPORTS,LOC_003,198.43,136.99428571428572
2022-01-24,PROD_010,SPORTS,LOC_004,205.41,154.26142857142855
2022-01-24,PROD_010,SPORTS,LOC_005,304.92,172.07714285714286
2022-01-31,PROD_001,ELECTRONICS,LOC_001,400.33000000000004,106.18285714285715
2022-01-31,PROD_001,ELECTRONICS,LOC_002,326.12,133.14285714285714
2022-01-31,PROD_001,ELECTRONICS,LOC_003,386.92,142.25714285714284
2022-01-31,PROD_001,ELECTRONICS,LOC_004,397.99,164.4842857142857
2022-01-31,PROD_001,ELECTRONICS,LOC_005,360.24,172.65857142857143
2022-01-31,PROD_002,CLOTHING,LOC_001,519.5799999999999,97.25
2022-01-31,PROD_002,CLOTHING,LOC_002,533.84,55.05428571428571
2022-01-31,PROD_002,CLOTHING,LOC_003,339.23,107.09571428571428
2022-01-31,PROD_002,CLOTHING,LOC_004,303.12,69.49714285714286
2022-01-31,PROD_002,CLOTHING,LOC_005,369.03,126.45285714285716
2022-01-31,PROD_003,CLOTHING,LOC_001,287.85,109.27571428571427
2022-01-31,PROD_003,CLOTHING,LOC_002,652.28,152.45285714285714
2022-01-31,PROD_003,CLOTHING,LOC_003,569.68,80.63428571428572
2022-01-31,PROD_003,CLOTHING,LOC_004,356.47,140.28
2022-01-31,PROD_003,CLOTHING,LOC_005,650.6600000000001,201.82285714285715
2022-01-31,PROD_004,FOOD,LOC_001,489.45,125.77
2022-01-31,PROD_004,FOOD,LOC_002,401.9,118.78999999999999
2022-01-31,PROD_004,FOOD,LOC_003,396.89,96.91285714285713
2022-01-31,PROD_004,FOOD,LOC_004,628.41,129.73857142857142
2022-01-31,PROD_004,FOOD,LOC_005,684.12,176.23714285714283
2022-01-31,PROD_005,FOOD,LOC_001,752.15,200.14000000000001
2022-01-31,PROD_005,FOOD,LOC_002,661.06,172.30428571428573
2022-01-31,PROD_005,FOOD,LOC_003,414.02,98.34
2022-01-31,PROD_005,FOOD,LOC_004,749.84,187.00714285714284
2022-01-31,PROD_005,FOOD,LOC_005,611.55,133.42857142857142
2022-01-31,PROD_006,FOOD,LOC_001,725.04,171.95142857142858
2022-01-31,PROD_006,FOOD,LOC_002,744.14,151.32142857142858
2022-01-31,PROD_006,FOOD,LOC_003,537.9,121.85000000000001
2022-01-31,PROD_006,FOOD,LOC_004,804.77,167.8957142857143
2022-01-31,PROD_006,FOOD,LOC_005,369.47,119.47714285714287
2022-01-31,PROD_007,HOME,LOC_001,133.81,65.24285714285715
2022-01-31,PROD_007,HOME,LOC_002,223.19,93.48142857142857
2022-01-31,PROD_007,HOME,LOC_003,275.86,102.09285714285714
2022-01-31,PROD_007,HOME,LOC_004,181.3,79.63714285714286
2022-01-31,PROD_007,HOME,LOC_005,112.04,63.75714285714285
2022-01-31,PROD_008,SPORTS,LOC_001,255.99,232.09857142857143
2022-01-31,PROD_008,SPORTS,LOC_002,192.94,134.9742857142857
2022-01-31,PROD_008,SPORTS,LOC_003,162.7,152.03714285714287
2022-01-31,PROD_008,SPORTS,LOC_004,298.49,167.92142857142858
2022-01-31,PROD_008,SPORTS,LOC_005,153.6,137.67142857142858
2022-01-31,PROD_009,SPORTS,LOC_001,142.06,142.6657142857143
2022-01-31,PROD_009,SPORTS,LOC_002,208.92,185.3942857142857
2022-01-31,PROD_009,SPORTS,LOC_003,227.28,169.5957142857143
2022-01-31,PROD_009,SPORTS,LOC_004,189.71,141.85285714285715
2022-01-31,PROD_009,SPORTS,LOC_005,243.85999999999999,204.66285714285715
2022-01-31,PROD_010,SPORTS,LOC_001,227.35,148.03428571428572
2022-01-31,PROD_010,SPORTS,LOC_002,150.74,168.61714285714285
2022-01-31,PROD_010,SPORTS,LOC_003,192.59,143.66142857142856
2022-01-31,PROD_010,SPORTS,LOC_004,237.94,165.8757142857143
2022-01-31,PROD_010,SPORTS,LOC_005,246.82,173.97142857142856
2022-02-07,PROD_001,ELECTRONICS,LOC_001,358.67,106.72
2022-02-07,PROD_001,ELECTRONICS,LOC_002,314.40000000000003,141.58714285714285
2022-02-07,PROD_001,ELECTRONICS,LOC_003,405.2,150.36714285714285
2022-02-07,PROD_001,ELECTRONICS,LOC_004,468.54,186.73142857142855
2022-02-07,PROD_001,ELECTRONICS,LOC_005,397.3,185.99571428571429
2022-02-07,PROD_002,CLOTHING,LOC_001,499.17,105.05142857142857
2022-02-07,PROD_002,CLOTHING,LOC_002,544.57,56.26428571428572
2022-02-07,PROD_002,CLOTHING,LOC_003,349.27,90.12
2022-02-07,PROD_002,CLOTHING,LOC_004,319.16,63.69714285714286
2022-02-07,PROD_002,CLOTHING,LOC_005,404.83,131.75571428571428
2022-02-07,PROD_003,CLOTHING,LOC_001,290.96000000000004,87.94285714285715
2022-02-07,PROD_003,CLOTHING,LOC_002,668.84,144.20714285714286
2022-02-07,PROD_003,CLOTHING,LOC_003,576.72,82.87714285714286
2022-02-07,PROD_003,CLOTHING,LOC_004,366.52,145.34
2022-02-07,PROD_003,CLOTHING,LOC_005,701.39,187.47142857142856
2022-02-07,PROD_004,FOOD,LOC_001,568.3100000000001,108.88142857142857
2022-02-07,PROD_004,FOOD,LOC_002,418.15000000000003,126.00999999999999
2022-02-07,PROD_004,FOOD,LOC_003,421.82,126.63857142857144
2022-02-07,PROD_004,FOOD,LOC_004,659.5,134.1057142857143
2022-02-07,PROD_004,FOOD,LOC_005,671.28,183.95428571428573
2022-02-07,PROD_005,FOOD,LOC_001,717.76,198.66285714285712
2022-02-07,PROD_005,FOOD,LOC_002,706.6,180.1314285714286
2022-02-07,PROD_005,FOOD,LOC_003,389.66,100.61714285714285
2022-02-07,PROD_005,FOOD,LOC_004,836.3399999999999,173.61142857142858
2022-02-07,PROD_005,FOOD,LOC_005,670.19,123.4542857142857
2022-02-07,PROD_006,FOOD,LOC_001,713.94,185.51142857142855
2022-02-07,PROD_006,FOOD,LOC_002,751.97,147.28714285714287
2022-02-07,PROD_006,FOOD,LOC_003,564.69,142.07
2022-02-07,PROD_006,FOOD,LOC_004,769.23,142.74428571428572
2022-02-07,PROD_006,FOOD,LOC_005,429.48,131.76142857142858
2022-02-07,PROD_007,HOME,LOC_001,149.54,61.64714285714285
2022-02-07,PROD_007,HOME,LOC_002,251.56,85.53285714285714
2022-02-07,PROD_007,HOME,LOC_003,296.48,101.64571428571428
2022-02-07,PROD_007,HOME,LOC_004,226.83,77.17
2022-02-07,PROD_007,HOME,LOC_005,121.61,61.778571428571425
2022-02-07,PROD_008,SPORTS,LOC_001,291.37,203.4257142857143
2022-02-07,PROD_008,SPORTS,LOC_002,310.97,146.66714285714286
2022-02-07,PROD_008,SPORTS,LOC_003,134.73,141.55142857142857
2022-02-07,PROD_008,SPORTS,LOC_004,357.76,191.70285714285714
2022-02-07,PROD_008,SPORTS,LOC_005,135.47,146.45000000000002
2022-02-07,PROD_009,SPORTS,LOC_001,209.45,152.7242857142857
2022-02-07,PROD_009,SPORTS,LOC_002,211.37,204.65285714285716
2022-02-07,PROD_009,SPORTS,LOC_003,245.43,172.23714285714286
2022-02-07,PROD_009,SPORTS,LOC_004,170.55,154.26857142857145
2022-02-07,PROD_009,SPORTS,LOC_005,297.92,185.98142857142855
2022-02-07,PROD_010,SPORTS,LOC_001,286.36,162.78142857142856
2022-02-07,PROD_010,SPORTS,LOC_002,163.74,146.91857142857143
2022-02-07,PROD_010,SPORTS,LOC_003,198.36,121.99
2022-02-07,PROD_010,SPORTS,LOC_004,270.93,167.96714285714285
2022-02-07,PROD_010,SPORTS,LOC_005,270.99,175.08285714285714
2022-02-14,PROD_001,ELECTRONICS,LOC_001,355.7,138.26571428571427
2022-02-14,PROD_001,ELECTRONICS,LOC_002,317.01,141.16285714285715
2022-02-14,PROD_001,ELECTRONICS,LOC_003,437.59999999999997,153.52285714285716
2022-02-14,PROD_001,ELECTRONICS,LOC_004,468.01,186.74857142857144
2022-02-14,PROD_001,ELECTRONICS,LOC_005,385.13,159.45000000000002
2022-02-14,PROD_002,CLOTHING,LOC_001,511.62,89.21285714285715
2022-02-14,PROD_002,CLOTHING,LOC_002,560.64,55.37571428571429
2022-02-14,PROD_002,CLOTHING,LOC_003,364.62,106.71000000000001
2022-02-14,PROD_002,CLOTHING,LOC_004,328.19,59.63
2022-02-14,PROD_002,CLOTHING,LOC_005,442.94,133.88714285714286
2022-02-14,PROD_003,CLOTHING,LOC_001,330.01,123.48
2022-02-14,PROD_003,CLOTHING,LOC_002,669.8,150.23714285714286
2022-02-14,PROD_003,CLOTHING,LOC_003,589.29,87.31428571428572
2022-02-14,PROD_003,CLOTHING,LOC_004,377.88,147.16
2022-02-14,PROD_003,CLOTHING,LOC_005,644.95,189.67142857142858
2022-02-14,PROD_004,FOOD,LOC_001,540.95,106.01
2022-02-14,PROD_004,FOOD,LOC_002,456.87,118.27428571428572
2022-02-14,PROD_004,FOOD,LOC_003,414.03,105.06428571428572
2022-02-14,PROD_004,FOOD,LOC_004,655.77,133.04
2022-02-14,PROD_004,FOOD,LOC_005,829.85,206.96142857142857
2022-02-14,PROD_005,FOOD,LOC_001,792.38,178.31
2022-02-14,PROD_005,FOOD,LOC_002,746.46,150.60857142857142
2022-02-14,PROD_005,FOOD,LOC_003,435.33,103.58
2022-02-14,PROD_005,FOOD,LOC_004,765.12,174.8642857142857
2022-02-14,PROD_005,FOOD,LOC_005,637.29,123.18999999999998
2022-02-14,PROD_006,FOOD,LOC_001,679.91,181.72571428571428
2022-02-14,PROD_006,FOOD,LOC_002,719.16,134.54285714285714
2022-02-14,PROD_006,FOOD,LOC_003,592.71,143.2357142857143
2022-02-14,PROD_006,FOOD,LOC_004,799.13,159.03714285714287
